1-80, 0.2031463 
81-160, 0.01909184 
161-240, 0.06991527 
241-320, 0.0298506 
321-400, 0.0411772 
401-480, 0.08672831 
481-560, 0.1562274 
561-640, 0.05530355 
641-720, 0.0217666 
